sensor_id,ts,voltage,voltage_1h_avg,n_in_window
1,2004-02-29 14:42:52.052503,2.69964,2.6983,66
1,2004-02-29 14:43:50.359835,2.69964,2.6983,66
1,2004-02-29 14:44:51.071657,2.69964,2.6984,67
1,2004-02-29 14:46:21.187198,2.68742,2.6981,65
1,2004-02-29 14:47:19.690455,2.69964,2.6981,65
1,2004-02-29 14:47:55.447129,2.69964,2.6981,65
1,2004-02-29 14:48:50.441295,2.69964,2.6982,66
1,2004-02-29 14:49:49.647246,2.69964,2.6982,66
1,2004-02-29 14:51:19.801725,2.69964,2.6981,65
1,2004-02-29 14:52:25.609302,2.68742,2.6979,64
1,2004-02-29 14:53:19.769588,2.69964,2.6979,64
1,2004-02-29 14:54:51.873329,2.69964,2.6981,62
1,2004-02-29 14:55:24.253246,2.68742,2.6979,63
1,2004-02-29 14:55:49.778549,2.68742,2.6977,63
1,2004-02-29 14:56:20.314316,2.69964,2.6977,64
1,2004-02-29 14:56:53.857313,2.69964,2.6977,63
1,2004-02-29 14:57:19.496899,2.69964,2.6977,64
1,2004-02-29 14:57:49.740011,2.68742,2.6975,64
1,2004-02-29 14:58:24.234370,2.69964,2.6975,64
1,2004-02-29 14:58:51.465303,2.68742,2.6974,65
1,2004-02-29 14:59:19.675117,2.69964,2.6974,66
1,2004-02-29 14:59:53.567382,2.69964,2.6974,66
1,2004-02-29 15:00:19.725592,2.69964,2.6975,67
1,2004-02-29 15:01:19.716883,2.69964,2.6974,66
1,2004-02-29 15:03:54.485606,2.68742,2.6971,63
1,2004-02-29 15:04:52.632091,2.68742,2.6969,62
1,2004-02-29 15:05:20.293296,2.68742,2.6967,63
1,2004-02-29 15:05:50.449164,2.69964,2.6968,64
1,2004-02-29 15:06:23.815084,2.69964,2.6967,63
1,2004-02-29 15:06:50.630364,2.68742,2.6966,64
1,2004-02-29 15:07:21.478465,2.68742,2.6964,64
1,2004-02-29 15:07:49.743698,2.69964,2.6964,64
1,2004-02-29 15:08:24.499354,2.69964,2.6964,65
1,2004-02-29 15:09:57.336453,2.68742,2.6962,63
1,2004-02-29 15:10:24.551014,2.69964,2.6962,64
1,2004-02-29 15:10:50.157589,2.68742,2.6961,65
1,2004-02-29 15:11:19.737786,2.68742,2.6959,66
1,2004-02-29 15:11:49.806429,2.68742,2.6958,66
1,2004-02-29 15:12:23.543052,2.68742,2.6957,65
1,2004-02-29 15:13:25.530387,2.68742,2.6956,66
1,2004-02-29 15:15:49.991096,2.68742,2.6953,65
1,2004-02-29 15:17:52.850654,2.68742,2.6952,63
1,2004-02-29 15:18:19.552277,2.68742,2.6951,64
1,2004-02-29 15:18:53.397999,2.69964,2.6951,65
1,2004-02-29 15:19:19.934100,2.68742,2.695,66
1,2004-02-29 15:20:19.558524,2.68742,2.6948,66
1,2004-02-29 15:20:49.574279,2.68742,2.6947,67
1,2004-02-29 15:21:19.594292,2.68742,2.6946,68
1,2004-02-29 15:22:20.202655,2.68742,2.6946,68
1,2004-02-29 15:23:50.861163,2.69964,2.6947,67
1,2004-02-29 15:24:24.527880,2.68742,2.6945,67
1,2004-02-29 15:24:49.588945,2.68742,2.6944,67
1,2004-02-29 15:26:26.973968,2.69964,2.6944,67
1,2004-02-29 15:26:56.190733,2.68742,2.6943,68
1,2004-02-29 15:27:49.573511,2.68742,2.6942,69
1,2004-02-29 15:29:23.654490,2.68742,2.6943,68
1,2004-02-29 15:29:50.797302,2.68742,2.6942,69
1,2004-02-29 15:30:58.841156,2.69964,2.6942,69
1,2004-02-29 15:31:50.375859,2.68742,2.694,69
1,2004-02-29 15:34:19.608018,2.69964,2.6942,69
1,2004-02-29 15:36:22.792237,2.68742,2.6937,68
1,2004-02-29 15:37:24.038507,2.68742,2.6934,67
1,2004-02-29 15:37:52.195298,2.68742,2.6934,68
1,2004-02-29 15:38:22.810745,2.68742,2.6933,69
1,2004-02-29 15:38:52.359227,2.68742,2.6931,69
1,2004-02-29 15:39:23.628435,2.68742,2.6929,69
1,2004-02-29 15:40:56.683401,2.69964,2.693,70
1,2004-02-29 15:41:21.325529,2.68742,2.6927,69
1,2004-02-29 15:42:19.805918,2.68742,2.6927,70
1,2004-02-29 15:42:49.625410,2.68742,2.6925,70
1,2004-02-29 15:43:53.531900,2.68742,2.6922,69
1,2004-02-29 15:44:22.028672,2.68742,2.6921,70
1,2004-02-29 15:45:24.325038,2.68742,2.692,70
1,2004-02-29 15:45:50.735958,2.68742,2.6919,71
1,2004-02-29 15:46:21.356186,2.68742,2.6919,71
1,2004-02-29 15:46:51.928038,2.68742,2.6918,72
1,2004-02-29 15:47:22.534784,2.68742,2.6917,72
1,2004-02-29 15:48:01.215391,2.68742,2.6915,72
1,2004-02-29 15:48:23.757141,2.68742,2.6914,73
1,2004-02-29 15:48:52.020874,2.68742,2.6913,73
1,2004-02-29 15:49:53.239931,2.68742,2.6911,73
1,2004-02-29 15:50:54.682048,2.68742,2.6911,74
1,2004-02-29 15:51:20.429170,2.68742,2.6909,74
1,2004-02-29 15:51:49.673862,2.68742,2.6908,75
1,2004-02-29 15:53:22.097171,2.68742,2.6907,74
1,2004-02-29 15:53:49.726608,2.68742,2.6907,75
1,2004-02-29 15:54:23.072496,2.67532,2.6905,76
1,2004-02-29 15:54:55.424916,2.68742,2.6903,76
1,2004-02-29 15:55:22.971201,2.68742,2.6903,77
1,2004-02-29 15:57:21.221760,2.68742,2.6899,73
1,2004-02-29 15:57:50.396266,2.68742,2.6899,73
1,2004-02-29 15:58:23.977418,2.68742,2.6899,74
1,2004-02-29 15:59:29.983125,2.68742,2.6896,72
1,2004-02-29 15:59:49.855990,2.68742,2.6896,73
1,2004-02-29 16:00:26.723614,2.68742,2.6893,72
1,2004-02-29 16:00:52.015218,2.68742,2.6893,73
1,2004-02-29 16:01:50.413935,2.68742,2.6891,73
1,2004-02-29 16:02:26.410235,2.68742,2.6891,74
1,2004-02-29 16:02:53.111136,2.68742,2.6891,75
1,2004-02-29 16:03:52.868660,2.68742,2.689,76
1,2004-02-29 16:04:19.687887,2.68742,2.689,76
1,2004-02-29 16:04:57.258214,2.67532,2.6889,76
1,2004-02-29 16:05:19.710960,2.68742,2.6889,77
1,2004-02-29 16:05:49.694508,2.68742,2.6889,77
1,2004-02-29 16:06:56.635032,2.68742,2.6886,75
1,2004-02-29 16:07:19.946327,2.68742,2.6885,76
1,2004-02-29 16:07:49.687973,2.67532,2.6884,76
1,2004-02-29 16:08:52.373292,2.68742,2.6881,75
1,2004-02-29 16:09:26.530035,2.68742,2.6881,76
1,2004-02-29 16:10:22.102056,2.68742,2.6881,76
1,2004-02-29 16:10:56.153097,2.68742,2.6879,75
1,2004-02-29 16:11:19.793889,2.69964,2.6881,75
1,2004-02-29 16:11:53.951068,2.68742,2.6881,75
1,2004-02-29 16:13:27.223203,2.68742,2.6881,74
1,2004-02-29 16:13:57.986620,2.68742,2.6881,75
1,2004-02-29 16:14:24.712664,2.68742,2.6881,76
1,2004-02-29 16:14:52.983147,2.68742,2.6881,77
1,2004-02-29 16:15:19.609958,2.68742,2.6881,78
1,2004-02-29 16:15:57.353391,2.68742,2.6881,78
1,2004-02-29 16:16:50.525259,2.68742,2.688,79
1,2004-02-29 16:18:21.362789,2.68742,2.6881,78
1,2004-02-29 16:18:55.539483,2.67532,2.6877,78
1,2004-02-29 16:19:22.934902,2.68742,2.6877,78
1,2004-02-29 16:19:54.685806,2.68742,2.6877,79
1,2004-02-29 16:20:23.202475,2.68742,2.6877,79
1,2004-02-29 16:20:52.987753,2.68742,2.6877,79
1,2004-02-29 16:22:25.037129,2.68742,2.6877,78
1,2004-02-29 16:24:55.381943,2.68742,2.6876,76
1,2004-02-29 16:26:23.039536,2.68742,2.6876,77
1,2004-02-29 16:27:25.542246,2.68742,2.6874,76
1,2004-02-29 16:28:51.030000,2.68742,2.6874,76
1,2004-02-29 16:29:20.449451,2.68742,2.6874,77
1,2004-02-29 16:29:52.866309,2.68742,2.6874,76
1,2004-02-29 16:30:20.519949,2.67532,2.6873,77
1,2004-02-29 16:30:59.204211,2.68742,2.6871,77
1,2004-02-29 16:31:23.220949,2.68742,2.6871,78
1,2004-02-29 16:31:57.964877,2.68742,2.6871,78
1,2004-02-29 16:32:51.498180,2.68742,2.6871,79
1,2004-02-29 16:33:59.043756,2.67532,2.687,80
1,2004-02-29 16:36:57.372713,2.68742,2.6868,79
1,2004-02-29 16:37:25.988135,2.67532,2.6867,79
1,2004-02-29 16:38:56.252557,2.67532,2.6865,77
1,2004-02-29 16:39:26.405923,2.67532,2.6863,77
1,2004-02-29 16:39:57.212604,2.67532,2.6862,78
1,2004-02-29 16:40:21.523461,2.67532,2.686,79
1,2004-02-29 16:42:53.105014,2.68742,2.6858,76
1,2004-02-29 16:44:52.196891,2.68742,2.6858,75
1,2004-02-29 16:45:50.524676,2.68742,2.6858,75
1,2004-02-29 16:46:50.696735,2.68742,2.6858,74
1,2004-02-29 16:48:24.681873,2.68742,2.6857,71
1,2004-02-29 16:48:54.760968,2.68742,2.6857,71
1,2004-02-29 16:49:55.786146,2.68742,2.6857,71
1,2004-02-29 16:50:21.423940,2.68742,2.6857,72
1,2004-02-29 16:52:23.931171,2.67532,2.6855,70
1,2004-02-29 16:53:58.164016,2.67532,2.6853,69
1,2004-02-29 16:54:26.532306,2.68742,2.6855,69
1,2004-02-29 16:54:53.489171,2.68742,2.6855,70
1,2004-02-29 16:55:28.264408,2.68742,2.6855,69
1,2004-02-29 16:56:53.417340,2.68742,2.6855,70
1,2004-02-29 16:57:24.921860,2.68742,2.6855,70
1,2004-02-29 16:57:55.065448,2.68742,2.6855,70
1,2004-02-29 16:58:20.504763,2.68742,2.6855,71
1,2004-02-29 16:59:21.587724,2.67532,2.6854,71
1,2004-02-29 16:59:57.179598,2.68742,2.6853,70
1,2004-02-29 17:00:24.254534,2.68742,2.6854,71
1,2004-02-29 17:00:54.729506,2.68742,2.6853,70
1,2004-02-29 17:01:24.312420,2.67532,2.6852,71
1,2004-02-29 17:02:29.990871,2.68742,2.6852,70
1,2004-02-29 17:02:53.110788,2.67532,2.685,71
1,2004-02-29 17:03:24.732567,2.67532,2.6849,71
1,2004-02-29 17:03:56.334784,2.67532,2.6847,71
1,2004-02-29 17:04:20.628569,2.67532,2.6845,71
1,2004-02-29 17:04:51.636295,2.68742,2.6846,72
1,2004-02-29 17:05:58.297895,2.68742,2.6847,70
1,2004-02-29 17:06:19.714160,2.67532,2.6845,71
1,2004-02-29 17:07:24.318901,2.67532,2.6843,70
1,2004-02-29 17:08:51.792206,2.67532,2.6843,70
1,2004-02-29 17:09:25.741184,2.68742,2.6843,70
1,2004-02-29 17:09:56.556035,2.67532,2.6841,70
1,2004-02-29 17:10:20.486930,2.68742,2.6842,71
1,2004-02-29 17:10:55.810557,2.68742,2.6842,71
1,2004-02-29 17:11:50.582333,2.67532,2.6838,70
1,2004-02-29 17:12:25.613653,2.68742,2.6838,70
1,2004-02-29 17:12:56.527767,2.68742,2.6838,71
1,2004-02-29 17:13:25.087045,2.67532,2.6837,72
1,2004-02-29 17:13:52.352424,2.68742,2.6837,72
1,2004-02-29 17:15:49.739567,2.68742,2.6836,69
1,2004-02-29 17:16:25.096258,2.67532,2.6834,69
1,2004-02-29 17:16:58.377386,2.68742,2.6834,69
1,2004-02-29 17:17:54.305363,2.68742,2.6834,70
1,2004-02-29 17:18:22.481390,2.67532,2.6833,70
1,2004-02-29 17:18:56.031994,2.68742,2.6834,70
1,2004-02-29 17:19:28.328366,2.68742,2.6834,70
1,2004-02-29 17:19:50.443151,2.67532,2.6833,71
1,2004-02-29 17:20:20.856563,2.67532,2.6832,71
1,2004-02-29 17:20:50.323996,2.68742,2.6832,71
1,2004-02-29 17:21:19.748664,2.67532,2.683,71
1,2004-02-29 17:21:50.870913,2.67532,2.6829,72
1,2004-02-29 17:22:29.995660,2.67532,2.6827,72
1,2004-02-29 17:23:56.438291,2.68742,2.6828,73
1,2004-02-29 17:24:24.146502,2.67532,2.6827,74
1,2004-02-29 17:24:50.559985,2.68742,2.6827,75
1,2004-02-29 17:25:28.581764,2.68742,2.6827,75
1,2004-02-29 17:26:20.554222,2.67532,2.6826,76
1,2004-02-29 17:26:49.794814,2.67532,2.6825,76
1,2004-02-29 17:27:21.419850,2.67532,2.6824,77
1,2004-02-29 17:28:49.768238,2.68742,2.6824,77
1,2004-02-29 17:32:52.389264,2.68742,2.6821,70
1,2004-02-29 17:33:50.639403,2.68742,2.6821,71
1,2004-02-29 17:34:50.981010,2.68742,2.6823,71
1,2004-02-29 17:35:54.840390,2.67532,2.6822,72
1,2004-02-29 17:36:22.420334,2.68742,2.6823,73
1,2004-02-29 17:36:50.779262,2.67532,2.6822,74
1,2004-02-29 17:37:27.626406,2.67532,2.6821,73
1,2004-02-29 17:38:19.814447,2.67532,2.682,74
1,2004-02-29 17:38:57.549930,2.67532,2.682,74
1,2004-02-29 17:39:52.459163,2.67532,2.682,74
1,2004-02-29 17:41:29.508789,2.67532,2.6821,73
1,2004-02-29 17:42:25.849759,2.67532,2.682,74
1,2004-02-29 17:43:24.397121,2.67532,2.6819,74
1,2004-02-29 17:43:50.786359,2.68742,2.6819,75
1,2004-02-29 17:44:51.575386,2.67532,2.6818,76
1,2004-02-29 17:45:50.640589,2.68742,2.6818,75
1,2004-02-29 17:46:23.688840,2.67532,2.6817,76
1,2004-02-29 17:47:30.675735,2.66332,2.6814,76
1,2004-02-29 17:47:59.205642,2.68742,2.6814,77
1,2004-02-29 17:48:21.322876,2.68742,2.6815,78
1,2004-02-29 17:48:51.176257,2.68742,2.6815,78
1,2004-02-29 17:50:28.532514,2.67532,2.6812,76
1,2004-02-29 17:50:53.211470,2.68742,2.6813,77
1,2004-02-29 17:51:50.772837,2.68742,2.6814,78
1,2004-02-29 17:52:59.512369,2.67532,2.6814,78
1,2004-02-29 17:54:27.748119,2.67532,2.6813,77
1,2004-02-29 17:55:28.697472,2.68742,2.6812,76
1,2004-02-29 17:55:52.448252,2.67532,2.6811,77
1,2004-02-29 17:56:26.814868,2.68742,2.6812,78
1,2004-02-29 17:56:52.790337,2.67532,2.6811,79
1,2004-02-29 17:57:23.305785,2.68742,2.6811,79
1,2004-02-29 18:00:20.361637,2.68742,2.681,75
1,2004-02-29 18:01:54.174053,2.67532,2.6808,73
1,2004-02-29 18:02:20.105086,2.67532,2.6807,74
1,2004-02-29 18:02:49.912495,2.67532,2.6806,74
1,2004-02-29 18:03:57.981423,2.67532,2.6807,72
1,2004-02-29 18:04:50.590726,2.67532,2.6807,72
1,2004-02-29 18:05:50.600795,2.67532,2.6805,72
1,2004-02-29 18:06:21.080934,2.67532,2.6804,71
1,2004-02-29 18:07:02.971184,2.68742,2.6805,72
1,2004-02-29 18:08:23.228511,2.67532,2.6805,72
1,2004-02-29 18:08:52.404934,2.67532,2.6805,72
1,2004-02-29 18:09:23.360324,2.67532,2.6805,73
1,2004-02-29 18:09:53.381636,2.68742,2.6805,73
1,2004-02-29 18:11:50.398905,2.68742,2.6804,71
1,2004-02-29 18:13:24.360218,2.67532,2.6802,69
1,2004-02-29 18:15:19.898120,2.67532,2.6801,68
1,2004-02-29 18:15:49.917149,2.67532,2.6799,68
1,2004-02-29 18:16:20.897789,2.67532,2.6799,69
1,2004-02-29 18:16:53.323347,2.67532,2.6799,69
1,2004-02-29 18:17:21.417152,2.67532,2.6797,69
1,2004-02-29 18:18:24.628824,2.67532,2.6796,68
1,2004-02-29 18:18:50.930383,2.67532,2.6795,69
1,2004-02-29 18:20:25.440607,2.67532,2.6794,66
1,2004-02-29 18:20:58.534652,2.68742,2.6794,66
1,2004-02-29 18:21:50.980583,2.67532,2.6794,65
1,2004-02-29 18:22:26.552755,2.67532,2.6794,66
1,2004-02-29 18:22:58.495831,2.67532,2.6794,66
1,2004-02-29 18:23:54.435762,2.68742,2.6795,67
1,2004-02-29 18:24:54.312194,2.67532,2.6792,65
1,2004-02-29 18:25:26.821573,2.67532,2.6792,66
1,2004-02-29 18:26:25.393683,2.67532,2.679,65
1,2004-02-29 18:26:55.183852,2.67532,2.679,65
1,2004-02-29 18:28:19.984828,2.67532,2.679,65
1,2004-02-29 18:28:54.471986,2.67532,2.6789,65
1,2004-02-29 18:29:24.957190,2.67532,2.6788,66
1,2004-02-29 18:30:20.969271,2.67532,2.6788,67
1,2004-02-29 18:30:52.494393,2.67532,2.6787,68
1,2004-02-29 18:31:22.665468,2.67532,2.6787,69
1,2004-02-29 18:32:59.794427,2.67532,2.6785,69
1,2004-02-29 18:33:22.739501,2.67532,2.6784,70
1,2004-02-29 18:33:55.136343,2.67532,2.6783,70
1,2004-02-29 18:34:25.777349,2.67532,2.6782,71
1,2004-02-29 18:35:23.459345,2.67532,2.678,71
1,2004-02-29 18:35:52.450565,2.67532,2.678,72
1,2004-02-29 18:37:19.972855,2.67532,2.6779,70
1,2004-02-29 18:38:00.368238,2.67532,2.6779,70
1,2004-02-29 18:38:25.228296,2.67532,2.6779,70
1,2004-02-29 18:39:19.975848,2.68742,2.6781,70
1,2004-02-29 18:40:21.589497,2.67532,2.6781,70
1,2004-02-29 18:42:20.713578,2.67532,2.6781,70
1,2004-02-29 18:43:52.476819,2.67532,2.678,68
1,2004-02-29 18:45:20.758462,2.66332,2.6778,68
1,2004-02-29 18:45:53.403921,2.68742,2.6778,68
1,2004-02-29 18:47:21.023833,2.68742,2.678,68
1,2004-02-29 18:48:20.242394,2.67532,2.678,67
1,2004-02-29 18:51:50.945178,2.67532,2.6774,63
1,2004-02-29 18:52:23.189408,2.67532,2.6774,64
1,2004-02-29 18:52:50.015029,2.67532,2.6774,65
1,2004-02-29 18:53:20.307278,2.67532,2.6774,65
1,2004-02-29 18:53:51.559206,2.67532,2.6773,66
1,2004-02-29 18:55:54.593407,2.67532,2.6772,64
1,2004-02-29 18:58:20.521974,2.67532,2.6769,62
1,2004-02-29 18:59:27.487129,2.67532,2.6769,63
1,2004-02-29 19:00:20.575188,2.67532,2.6767,63
1,2004-02-29 19:01:20.126054,2.67532,2.6766,64
1,2004-02-29 19:01:50.293610,2.67532,2.6766,65
1,2004-02-29 19:02:50.682872,2.67532,2.6767,63
1,2004-02-29 19:03:19.900293,2.67532,2.6766,64
1,2004-02-29 19:03:50.810470,2.67532,2.6766,65
1,2004-02-29 19:04:22.661678,2.67532,2.6766,65
1,2004-02-29 19:05:00.170034,2.67532,2.6766,65
1,2004-02-29 19:05:23.444897,2.67532,2.6766,66
1,2004-02-29 19:05:55.121914,2.67532,2.6766,66
1,2004-02-29 19:06:49.923728,2.67532,2.6766,66
1,2004-02-29 19:07:20.995096,2.67532,2.6764,66
1,2004-02-29 19:07:51.780368,2.67532,2.6764,67
1,2004-02-29 19:08:30.691520,2.66332,2.6762,67
1,2004-02-29 19:09:53.355913,2.67532,2.6762,66
1,2004-02-29 19:10:21.841024,2.67532,2.6761,66
1,2004-02-29 19:10:54.406554,2.66332,2.6759,67
1,2004-02-29 19:11:28.372152,2.66332,2.6757,68
1,2004-02-29 19:11:54.437394,2.67532,2.6755,68
1,2004-02-29 19:12:19.914239,2.67532,2.6755,69
1,2004-02-29 19:13:26.357359,2.67532,2.6755,69
1,2004-02-29 19:13:58.638438,2.67532,2.6755,70
1,2004-02-29 19:14:31.098157,2.67532,2.6755,71
1,2004-02-29 19:14:50.458929,2.67532,2.6755,72
1,2004-02-29 19:15:28.085974,2.67532,2.6755,72
1,2004-02-29 19:15:55.481185,2.67532,2.6755,72
1,2004-02-29 19:16:21.723332,2.67532,2.6755,72
1,2004-02-29 19:17:27.230858,2.67532,2.6755,71
1,2004-02-29 19:17:56.069627,2.67532,2.6755,72
1,2004-02-29 19:19:01.228508,2.67532,2.6755,71
1,2004-02-29 19:20:50.000764,2.67532,2.6755,71
1,2004-02-29 19:21:50.026013,2.67532,2.6753,71
1,2004-02-29 19:22:27.491575,2.67532,2.6753,70
1,2004-02-29 19:24:51.650736,2.67532,2.6752,69
1,2004-02-29 19:25:28.108532,2.67532,2.6751,68
1,2004-02-29 19:25:50.722774,2.67532,2.6752,69
1,2004-02-29 19:26:20.847234,2.67532,2.6752,70
1,2004-02-29 19:27:25.377972,2.66332,2.675,69
1,2004-02-29 19:27:56.259783,2.67532,2.675,70
1,2004-02-29 19:28:24.378021,2.67532,2.675,70
1,2004-02-29 19:28:56.363460,2.67532,2.675,70
1,2004-02-29 19:31:21.640147,2.67532,2.675,68
1,2004-02-29 19:33:50.849248,2.67532,2.675,66
1,2004-02-29 19:34:51.205753,2.67532,2.675,65
1,2004-02-29 19:35:27.447923,2.67532,2.675,65
1,2004-02-29 19:35:50.816387,2.67532,2.675,66
1,2004-02-29 19:37:26.661678,2.67532,2.675,65
1,2004-02-29 19:38:49.989126,2.67532,2.6749,64
1,2004-02-29 19:39:23.916136,2.66332,2.6746,64
1,2004-02-29 19:41:54.461430,2.67532,2.6746,64
1,2004-02-29 19:42:54.539792,2.67532,2.6746,64
1,2004-02-29 19:43:56.419885,2.67532,2.6746,64
1,2004-02-29 19:44:26.311091,2.67532,2.6746,65
1,2004-02-29 19:44:50.891738,2.67532,2.6746,66
1,2004-02-29 19:45:51.793836,2.66332,2.6746,66
1,2004-02-29 19:46:50.926313,2.67532,2.6744,66
1,2004-02-29 19:47:54.378028,2.67532,2.6742,66
1,2004-02-29 19:49:21.710996,2.67532,2.6742,66
1,2004-02-29 19:49:58.256182,2.67532,2.6742,67
1,2004-02-29 19:50:22.688445,2.67532,2.6743,68
1,2004-02-29 19:50:55.598627,2.67532,2.6743,69
1,2004-02-29 19:51:59.001117,2.67532,2.6743,69
1,2004-02-29 19:52:26.700099,2.67532,2.6743,69
1,2004-02-29 19:53:27.062093,2.67532,2.6743,68
1,2004-02-29 19:53:59.363200,2.66332,2.6741,68
1,2004-02-29 19:54:27.157847,2.67532,2.6741,69
1,2004-02-29 19:54:58.548458,2.67532,2.6741,70
1,2004-02-29 19:55:24.869318,2.67532,2.6741,71
1,2004-02-29 19:55:55.580376,2.67532,2.6741,71
1,2004-02-29 19:56:22.695378,2.67532,2.6742,72
1,2004-02-29 19:56:58.366600,2.67532,2.6742,73
1,2004-02-29 19:57:20.126364,2.67532,2.6742,74
1,2004-02-29 19:58:51.096377,2.67532,2.6742,74
1,2004-02-29 19:59:53.622998,2.67532,2.6742,74
1,2004-02-29 20:00:51.763090,2.66332,2.674,74
1,2004-02-29 20:01:24.495699,2.67532,2.674,74
1,2004-02-29 20:01:51.023747,2.67532,2.674,74
1,2004-02-29 20:02:52.490887,2.67532,2.674,74
1,2004-02-29 20:03:25.484496,2.67532,2.674,74
1,2004-02-29 20:03:51.830779,2.67532,2.674,74
1,2004-02-29 20:04:23.488613,2.67532,2.674,74
1,2004-02-29 20:05:53.059199,2.67532,2.674,73
1,2004-02-29 20:06:23.621188,2.67532,2.674,73
1,2004-02-29 20:07:20.063942,2.67532,2.674,73
1,2004-02-29 20:07:55.679068,2.66332,2.6738,72
1,2004-02-29 20:08:55.491134,2.67532,2.674,72
1,2004-02-29 20:09:27.615657,2.67532,2.674,73
1,2004-02-29 20:10:50.999698,2.67532,2.674,72
1,2004-02-29 20:11:52.960827,2.67532,2.6743,71
1,2004-02-29 20:12:21.981964,2.67532,2.6743,70
1,2004-02-29 20:12:50.177174,2.67532,2.6743,71
1,2004-02-29 20:14:51.146728,2.67532,2.6743,68
1,2004-02-29 20:15:52.625322,2.67532,2.6743,68
1,2004-02-29 20:16:27.318800,2.67532,2.6742,67
1,2004-02-29 20:16:55.581390,2.67532,2.6743,68
1,2004-02-29 20:17:24.668315,2.67532,2.6743,69
1,2004-02-29 20:17:55.504035,2.66332,2.6741,69
1,2004-02-29 20:18:21.705351,2.66332,2.6739,69
1,2004-02-29 20:20:24.657427,2.67532,2.6739,69
1,2004-02-29 20:20:57.925813,2.67532,2.6739,69
1,2004-02-29 20:21:20.816582,2.67532,2.6739,70
1,2004-02-29 20:21:56.803860,2.67532,2.6739,70
1,2004-02-29 20:22:31.471826,2.66332,2.6738,70
1,2004-02-29 20:22:55.569815,2.67532,2.6738,71
1,2004-02-29 20:23:26.740902,2.67532,2.6738,72
1,2004-02-29 20:24:19.980957,2.66332,2.6737,73
1,2004-02-29 20:24:51.986659,2.67532,2.6737,73
1,2004-02-29 20:25:27.925026,2.66332,2.6735,74
1,2004-02-29 20:26:21.806865,2.66332,2.6733,72
1,2004-02-29 20:27:03.431825,2.67532,2.6733,73
1,2004-02-29 20:27:21.793971,2.67532,2.6734,74
1,2004-02-29 20:27:53.900175,2.67532,2.6735,74
1,2004-02-29 20:28:22.911036,2.67532,2.6735,74
1,2004-02-29 20:29:24.771811,2.66332,2.6733,73
1,2004-02-29 20:30:24.699696,2.67532,2.6734,74
1,2004-02-29 20:30:54.890463,2.66332,2.6732,75
1,2004-02-29 20:31:22.017127,2.67532,2.6732,75
1,2004-02-29 20:31:50.012273,2.66332,2.6731,76
1,2004-02-29 20:32:28.303662,2.67532,2.6731,77
1,2004-02-29 20:32:57.940220,2.66332,2.673,78
1,2004-02-29 20:33:22.073314,2.66332,2.6729,79
1,2004-02-29 20:33:51.177165,2.66332,2.6727,79
1,2004-02-29 20:34:20.134582,2.66332,2.6726,80
1,2004-02-29 20:34:56.759897,2.66332,2.6725,80
1,2004-02-29 20:35:53.728459,2.66332,2.6723,79
1,2004-02-29 20:36:59.438707,2.67532,2.6723,80
1,2004-02-29 20:37:26.789712,2.68742,2.6725,80
1,2004-02-29 20:37:55.697439,2.66332,2.6724,81
1,2004-02-29 20:38:21.793447,2.67532,2.6724,82
1,2004-02-29 20:40:20.222608,2.67532,2.6725,81
1,2004-02-29 20:41:24.649854,2.67532,2.6725,82
1,2004-02-29 20:42:52.820733,2.67532,2.6725,82
1,2004-02-29 20:44:21.963788,2.66332,2.6724,81
1,2004-02-29 20:44:50.037252,2.66332,2.6722,81
1,2004-02-29 20:45:25.699463,2.66332,2.6721,81
1,2004-02-29 20:45:56.580487,2.66332,2.6721,81
1,2004-02-29 20:46:21.909794,2.67532,2.6721,82
1,2004-02-29 20:47:20.045401,2.67532,2.6721,82
1,2004-02-29 20:49:50.066167,2.67532,2.6721,81
1,2004-02-29 20:50:56.817283,2.66332,2.6718,79
1,2004-02-29 20:51:20.569592,2.67532,2.6719,80
1,2004-02-29 20:51:50.062801,2.67532,2.6719,81
1,2004-02-29 20:52:20.315875,2.67532,2.6719,81
1,2004-02-29 20:52:50.063415,2.66332,2.6718,81
1,2004-02-29 20:53:50.882975,2.67532,2.6718,81
1,2004-02-29 20:54:20.451146,2.67532,2.6719,81
1,2004-02-29 20:54:50.232078,2.67532,2.6719,81
1,2004-02-29 20:55:20.076056,2.67532,2.6719,81
1,2004-02-29 20:55:51.867380,2.67532,2.6719,81
1,2004-02-29 20:56:23.736362,2.66332,2.6717,80
1,2004-02-29 20:56:50.074253,2.67532,2.6718,81
1,2004-02-29 20:58:26.454479,2.67532,2.6717,80
1,2004-02-29 20:58:56.684398,2.67532,2.6717,80
1,2004-02-29 20:59:20.877540,2.66332,2.6716,81
1,2004-02-29 20:59:50.085573,2.66332,2.6715,82
1,2004-02-29 21:00:20.217958,2.67532,2.6715,82
1,2004-02-29 21:02:24.800785,2.67532,2.6716,80
1,2004-02-29 21:02:58.591943,2.67532,2.6716,80
1,2004-02-29 21:03:23.902834,2.67532,2.6716,81
1,2004-02-29 21:05:20.098483,2.66332,2.6714,79
1,2004-02-29 21:05:53.829886,2.67532,2.6714,79
1,2004-02-29 21:06:20.866109,2.67532,2.6714,80
1,2004-02-29 21:06:52.343632,2.66332,2.6713,80
1,2004-02-29 21:08:21.024988,2.67532,2.6714,79
1,2004-02-29 21:08:57.334232,2.66332,2.6712,79
1,2004-02-29 21:09:24.561004,2.67532,2.6713,80
